Gene,LogFC,Adjusted_PValue,Regulation
AHR,2.1290326,5.013391892865871e-08,Upregulated
TNF,2.251945,5.410104469581358e-08,Upregulated
AGPS,1.5172191,5.53666054907765e-08,Upregulated
IQCG,2.5591488,6.110416518267308e-08,Upregulated
CD68,1.0778425,6.145741160949452e-08,Upregulated
THOC6,1.8231956,6.221450416108796e-08,Upregulated
POLR3C,1.6975133,6.957708123638416e-08,Upregulated
SELPLG,-1.3473102,7.09325491991562e-08,Downregulated
TIMM10B,1.0202426,7.376231657191313e-08,Upregulated
ANKRD13D,-1.3139976,7.558847320867366e-08,Downregulated
AGA,1.2908591,7.834509327889671e-08,Upregulated
TAF1B,1.127505,7.92035243060309e-08,Upregulated
PTPN4,-1.3062121,8.634960602326371e-08,Downregulated
IRF3,-1.0198404,9.262570016777037e-08,Downregulated
LY9,-2.941607,9.775607320117535e-08,Downregulated
DDB2,1.1647911,1.0172399719333736e-07,Upregulated
CCDC71L,1.2090614,1.0186128245152051e-07,Upregulated
MXI1,-2.171524,1.0407573275397265e-07,Downregulated
NOP2,1.6300484,1.081581317419816e-07,Upregulated
TIMM44,1.0717384,1.2573752684840407e-07,Upregulated
ATL3,1.2573411,1.2747182303678027e-07,Upregulated
ADAM17,1.0078115,1.2957457800205816e-07,Upregulated
AFAP1,1.6916267,1.3488959653626117e-07,Upregulated
S1PR1,-1.705845,1.3671219987144965e-07,Downregulated
LPP,1.134965,1.5240176516718788e-07,Upregulated
RALB,1.5865848,1.541184925889301e-07,Upregulated
SPHK1,2.4598603,1.5888302950600396e-07,Upregulated
PLEKHF1,-1.99129,1.6436234358120264e-07,Downregulated
ADGRG5,2.328714,1.690888344581855e-07,Upregulated
LIMA1,1.4478418,1.7325346416771457e-07,Upregulated
SBNO2,1.5110122,1.7640195309078391e-07,Upregulated
LONP1,1.2235132,1.77067811538821e-07,Upregulated
GLCCI1,-2.0815024,1.773086488948856e-07,Downregulated
COL6A3,5.8138947,1.8110294133448815e-07,Upregulated
DHX16,1.2553948,1.83769697205886e-07,Upregulated
NEDD9,1.17701,1.9205779465452984e-07,Upregulated
DDX56,1.1044176,1.972046453343815e-07,Upregulated
FHL3,1.2390132,1.9849429417098544e-07,Upregulated
PKNOX1,1.2331177,2.1426404524941666e-07,Upregulated
FARSB,1.7101443,2.2860782917025896e-07,Upregulated
YWHAG,1.1762097,2.3729974682167516e-07,Upregulated
UTP20,2.2944417,2.385540188226141e-07,Upregulated
OSBPL3,2.4115207,2.4185730507352716e-07,Upregulated
NOM1,1.1963181,2.4202932510679216e-07,Upregulated
DUSP14,1.6108208,2.4790602495660474e-07,Upregulated
NCLN,1.6348286,2.57381301973911e-07,Upregulated
SPTSSA,1.7777916,2.578776266373003e-07,Upregulated
YRDC,1.2784287,2.6328444628590607e-07,Upregulated
PARP12,1.8013885,2.6425823271978303e-07,Upregulated
AP1S1,1.7038865,2.726364932055572e-07,Upregulated
MAPK6,1.4726906,2.7971811124247853e-07,Upregulated
TRAP1,1.6681414,2.848973892539255e-07,Upregulated
LINC00861,-2.7044497,2.9084964714049236e-07,Downregulated
RCC2,1.2342927,2.979089623226716e-07,Upregulated
UNC50,1.0360185,3.071979354388996e-07,Upregulated
MGAT4A,-1.2002318,3.1779628242632763e-07,Downregulated
TIMM23,1.3078696,3.33854326443527e-07,Upregulated
SCCPDH,1.5234785,3.4274978625017307e-07,Upregulated
LTBP4,1.3142712,3.610912462247311e-07,Upregulated
PHTF2,1.6701943,3.946301751860773e-07,Upregulated
ECE1,1.9984943,4.1114847379834194e-07,Upregulated
NFE2L3,3.25654,4.1937544897390545e-07,Upregulated
AC008105.3,-1.514897,4.1937544897390545e-07,Downregulated
IGSF8,1.6954811,4.2525626451672047e-07,Upregulated
PLXND1,-2.5681643,4.333277490372548e-07,Downregulated
PREB,1.2360296,4.585988526120794e-07,Upregulated
SYNM,-2.4825478,4.780254400154597e-07,Downregulated
EMC2,1.0953022,4.87775010262056e-07,Upregulated
SGPL1,1.4227334,4.99990482589853e-07,Upregulated
TBRG4,1.4833472,5.073554453615045e-07,Upregulated
MFSD14A,1.2486745,5.198949002705665e-07,Upregulated
G6PD,1.2079781,5.391822502108992e-07,Upregulated
ATAD3B,2.0156488,5.459034290500783e-07,Upregulated
SHLD2,1.8452272,5.470000539601487e-07,Upregulated
CKS1B,1.4359277,5.604567939036659e-07,Upregulated
B4GALT3,1.1619797,5.604567939036659e-07,Upregulated
ODF3B,1.9244623,5.691929197748134e-07,Upregulated
BAK1,1.163668,5.885457513064165e-07,Upregulated
CD28,1.0015192,6.274425151258363e-07,Upregulated
BET1,1.4278284,6.513761332780616e-07,Upregulated
SIL1,1.2885095,6.567100055779987e-07,Upregulated
RCSD1,-1.2892544,6.675583618844576e-07,Downregulated
WDR3,1.6074053,6.678134317044171e-07,Upregulated
PGD,1.1056341,6.684799992981118e-07,Upregulated
MPV17,1.0446136,6.987990938885079e-07,Upregulated
PLK3,1.1138153,7.077618692031257e-07,Upregulated
ZNF683,-8.734813,7.173293443689977e-07,Downregulated
TMED7,1.0937446,7.257252087424131e-07,Upregulated
IL6ST,1.7598411,7.807161089774582e-07,Upregulated
ZBTB32,3.9350998,7.949601816762504e-07,Upregulated
UBAP2,1.1720119,8.002246540911995e-07,Upregulated
ST3GAL1,1.0929902,8.239726243907615e-07,Upregulated
C19orf12,1.259024,8.461277608978016e-07,Upregulated
EIF2B3,1.4348327,8.503340619297234e-07,Upregulated
YIF1B,1.2488543,9.746982078114503e-07,Upregulated
SPRYD3,1.2777799,1.0053873950121044e-06,Upregulated
FASN,2.017983,1.0055120738384843e-06,Upregulated
ATAD3A,2.2580783,1.0195860663769127e-06,Upregulated
SFXN4,2.0561826,1.0556002807941216e-06,Upregulated
MAK16,2.0733905,1.1313194274047455e-06,Upregulated
SLC43A3,1.9950697,1.2940613199901201e-06,Upregulated
AVEN,1.8072317,1.312152944649727e-06,Upregulated
MCRIP2,1.3013959,1.3156070376626664e-06,Upregulated
CHST12,-1.0219468,1.319136124483431e-06,Downregulated
SLC25A33,1.8091632,1.3912316746740957e-06,Upregulated
YES1,2.3014548,1.4461845979344221e-06,Upregulated
OGDH,1.2691193,1.5337671607321667e-06,Upregulated
ZDHHC16,1.8462887,1.5406219599746775e-06,Upregulated
PRRC2B,-1.2648661,1.5561255455507432e-06,Downregulated
PLCXD2,2.1386273,1.792853713541775e-06,Upregulated
ECPAS,1.0769439,1.8454800365505572e-06,Upregulated
TLNRD1,1.1239058,1.9479249303572934e-06,Upregulated
TMEM97,2.2174168,2.0540740858888013e-06,Upregulated
FXN,1.7181147,2.1701680711293838e-06,Upregulated
RBM19,1.7990932,2.231025465742293e-06,Upregulated
FCMR,-1.4439899,2.309084626041814e-06,Downregulated
RIN3,1.459533,2.3529714605278565e-06,Upregulated
ATP13A3,1.0963901,2.4937634370399478e-06,Upregulated
FNDC9,27.007105,2.6128948170736603e-06,Upregulated
NAT10,1.6032876,2.625761898926491e-06,Upregulated
ABTB1,-1.8698877,2.760317668312507e-06,Downregulated
PEA15,1.2880949,2.7649610022020466e-06,Upregulated
DEF8,1.5695256,2.8197775630027098e-06,Upregulated
TESC,1.7655852,2.9829357200324467e-06,Upregulated
AQP3,1.0048932,3.040744937169095e-06,Upregulated
PTGER2,1.4180968,3.236995676577492e-06,Upregulated
SLC4A10,1.5926394,3.370465183002968e-06,Upregulated
TMEM263,1.0409715,3.449297198676559e-06,Upregulated
CPD,1.1332537,3.495738283828153e-06,Upregulated
DCTD,1.0831332,3.820898016986306e-06,Upregulated
QTRT1,1.838638,3.888044239092785e-06,Upregulated
RRAS2,1.4005132,3.985039113706817e-06,Upregulated
DPP3,1.8091785,4.014975396311079e-06,Upregulated
CD274,2.8223743,4.2459739463979384e-06,Upregulated
SLFN11,1.0636923,4.3972444573357035e-06,Upregulated
CYSTM1,1.104124,4.443560757683494e-06,Upregulated
TIPIN,1.6168561,4.449836920922747e-06,Upregulated
RBL2,-1.2430581,4.464249296122054e-06,Downregulated
NSG1,1.0214555,4.582114220368919e-06,Upregulated
GNPNAT1,1.5738375,4.698724455949702e-06,Upregulated
GOT1,1.5429664,4.700171866451594e-06,Upregulated
CBR1,1.0163656,4.8555855826661585e-06,Upregulated
QDPR,1.0579925,5.098606614699648e-06,Upregulated
RABGGTB,1.0394565,5.580126689665826e-06,Upregulated
PES1,1.4171365,5.646465660971372e-06,Upregulated
GGA2,-1.1825835,5.748858508649915e-06,Downregulated
TESK1,1.4586287,6.1299295249907434e-06,Upregulated
PPIF,1.3063754,6.315167751015231e-06,Upregulated
CNOT9,1.1200624,8.131719885274661e-06,Upregulated
ADPRHL2,1.0138158,8.771535098319835e-06,Upregulated
ILF3-DT,-1.27339,9.56316886231855e-06,Downregulated
DBP,-3.3977003,9.879972419093398e-06,Downregulated
HEATR1,1.3821546,1.0362717657053449e-05,Upregulated
POLDIP3,1.1879096,1.0491465872653985e-05,Upregulated
FGD3,-1.3065332,1.0699616609229562e-05,Downregulated
ALAS1,1.4817042,1.240418251883518e-05,Upregulated
DHDDS,1.3199315,1.2488090914005038e-05,Upregulated
ZMPSTE24,1.391428,1.2491762791103947e-05,Upregulated
CDK2AP1,1.8273996,1.261124670729866e-05,Upregulated
TM2D2,1.188705,1.261124670729866e-05,Upregulated
SEC23B,1.1132212,1.368102781795613e-05,Upregulated
SMIM14,-2.4098094,1.417017432928941e-05,Downregulated
AC245407.2,-2.4293635,1.427464941163385e-05,Downregulated
FTSJ1,1.2569219,1.4878916013837872e-05,Upregulated
WAKMAR2,-1.5497409,1.4942833698923758e-05,Downregulated
AL121839.2,-2.3532379,1.5152383717534552e-05,Downregulated
SNHG12,1.0734636,1.5527166357745703e-05,Upregulated
TPD52,1.2831316,1.627728945460918e-05,Upregulated
YIPF6,1.0999612,1.6539613363847853e-05,Upregulated
L3MBTL3,1.10757,1.747924885576658e-05,Upregulated
DLGAP1-AS1,-1.6600198,1.749384833240387e-05,Downregulated
CHAC2,2.3531144,1.764872645491303e-05,Upregulated
LGALS9,2.2254124,1.8135284222444237e-05,Upregulated
ESRRA,1.3714846,1.8204793794399285e-05,Upregulated
AAGAB,1.1534013,1.823022307435445e-05,Upregulated
TADA2A,1.2146746,1.9944818601472314e-05,Upregulated
RFK,1.0958833,2.0185533114796663e-05,Upregulated
IL18R1,1.2027671,2.0368858214335246e-05,Upregulated
DDX55,1.0244427,2.06861485954733e-05,Upregulated
RBM18,1.1226298,2.158048481703071e-05,Upregulated
SND1-IT1,1.6955079,2.1753776554161788e-05,Upregulated
YEATS2,1.8716091,2.311148772090369e-05,Upregulated
TMED1,1.4890039,2.3111890631404946e-05,Upregulated
B3GALT6,1.0761594,2.3980241189505035e-05,Upregulated
SPTLC2,1.0599941,2.4690191004647e-05,Upregulated
SLC39A8,1.5267351,2.5185188250153886e-05,Upregulated
LRRC8C,1.4074833,2.5185188250153886e-05,Upregulated
AFDN,1.524092,2.607371919739053e-05,Upregulated
C20orf27,1.3099622,2.6416531072584163e-05,Upregulated
PCK2,2.285148,2.650832697712578e-05,Upregulated
PIGH,1.0835437,2.8057861122814158e-05,Upregulated
WDR75,1.6662375,2.881605518924269e-05,Upregulated
DHCR24,3.5508256,2.903550714813623e-05,Upregulated
PML,1.222021,3.0129435997671918e-05,Upregulated
RALGDS,-1.3937718,3.0245610019806562e-05,Downregulated
NAA25,1.7013608,3.089498599801474e-05,Upregulated
NDST2,1.1622095,3.129674489040246e-05,Upregulated
TACO1,1.0431987,3.1460346271781336e-05,Upregulated
EXOSC4,1.0761428,3.2367850659140645e-05,Upregulated
SLC16A3,1.4346634,3.3796568842934026e-05,Upregulated
GALNT4,2.1599016,3.4758147972661964e-05,Upregulated
MCMBP,1.1593708,3.7224130355069446e-05,Upregulated
TSPAN17,1.639465,3.816024357484553e-05,Upregulated
PUS1,1.6934408,3.994222315369789e-05,Upregulated
C12orf49,1.0032438,4.070591959249941e-05,Upregulated
SLC7A6,1.5018178,4.13680827846536e-05,Upregulated
EBPL,1.2248119,4.14256734297925e-05,Upregulated
TIMM8A,1.8486637,4.246671677250876e-05,Upregulated
PARVB,1.9822923,4.2781890256180145e-05,Upregulated
TRDV2,2.1011271,4.3334923568750376e-05,Upregulated
WIPI1,1.9389203,4.399053813192844e-05,Upregulated
NMB,2.371029,4.5063518085229914e-05,Upregulated
MTX2,1.1880394,4.5795970496236744e-05,Upregulated
CMPK2,2.6783822,4.590650358458373e-05,Upregulated
P4HA1,1.0472817,4.596328909748644e-05,Upregulated
STT3A,1.3426231,4.629511364692984e-05,Upregulated
TBC1D31,1.541175,4.671701603497079e-05,Upregulated
ASCL2,1.1171417,4.671701603497079e-05,Upregulated
STARD4,2.3925984,4.70601597554954e-05,Upregulated
ZNF410,1.0488003,5.0470739254258994e-05,Upregulated
RMDN3,1.2553304,5.1585695786101005e-05,Upregulated
GLA,2.130199,5.336216083536082e-05,Upregulated
P2RX4,1.3439641,5.5053783003727065e-05,Upregulated
INO80C,1.2826903,5.721023763943237e-05,Upregulated
PANK3,1.1123601,5.763887920233511e-05,Upregulated
FBXO6,1.9663628,5.7846143108668404e-05,Upregulated
PPP5C,1.3714261,5.835015691877318e-05,Upregulated
RBFA,1.30014,5.835015691877318e-05,Upregulated
GCH1,1.4657087,5.908082708824921e-05,Upregulated
WSB2,1.1493188,6.529916056193853e-05,Upregulated
PRMT5,1.8489336,6.663688714117003e-05,Upregulated
TSPAN5,1.0100329,6.852298764580564e-05,Upregulated
NUP58,1.0331674,6.879084663360389e-05,Upregulated
UBE3C,1.0126333,8.055055924550778e-05,Upregulated
B4GALT4,1.2018616,8.07090550016351e-05,Upregulated
PCYT2,1.0485536,8.102206696333367e-05,Upregulated
ELOVL6,3.195658,8.267554006335586e-05,Upregulated
MAFG,1.6521026,8.440746110262553e-05,Upregulated
NSDHL,1.6919467,8.494912189660963e-05,Upregulated
XPOT,1.0430039,8.631520012551314e-05,Upregulated
SIPA1,-1.3109441,8.637865708273374e-05,Downregulated
GCLC,1.3555306,8.800529571611099e-05,Upregulated
H2AFX,1.2197695,8.853683600298077e-05,Upregulated
YJU2,1.0160273,8.946261733211746e-05,Upregulated
THG1L,1.1928996,9.089216445619669e-05,Upregulated
SH3BP2,1.5587282,9.266667731108639e-05,Upregulated
DDX41,1.1818175,9.280482256382379e-05,Upregulated
C12orf29,1.3632287,9.320311878257081e-05,Upregulated
MCOLN2,1.8984785,9.325574547853321e-05,Upregulated
UTP4,1.4642597,9.461547695212537e-05,Upregulated
BIN1,-1.2455177,9.7511361733552e-05,Downregulated
PDLIM5,1.0417931,9.984638314708382e-05,Upregulated
SEH1L,1.7999014,0.0001007810658077688,Upregulated
CKAP2,-1.73413,0.00010225520732495332,Downregulated
ATXN7L1,-2.553267,0.00010277788872030283,Downregulated
ALG8,1.4384347,0.0001054266493339895,Upregulated
FEN1,1.7061447,0.00010650612454370373,Upregulated
NSUN2,1.5238471,0.00010826087449288709,Upregulated
PGS1,1.4392216,0.00011085007630453013,Upregulated
ACACA,1.9885453,0.00011240282338184419,Upregulated
CCR5,1.1433394,0.00011453533163011244,Upregulated
STMN3,-2.2864397,0.00011571076508385432,Downregulated
TEX30,1.3394808,0.0001162473829823303,Upregulated
FPGS,1.4413217,0.00011687177652584032,Upregulated
SRF,1.4687468,0.00013219716709804704,Upregulated
SLA2,-1.2158688,0.0001379298293329142,Downregulated
ARMH1,1.765947,0.00013933427567068871,Upregulated
PRRC1,1.0568923,0.0001401887478368412,Upregulated
GALE,1.7990068,0.0001416208241144742,Upregulated
CCDC58,1.5482064,0.0001466754908607062,Upregulated
PPME1,1.4395572,0.00014730246298915524,Upregulated
NCAPH2,1.5452197,0.0001496303998088157,Upregulated
YIPF2,1.253188,0.00016667135106426868,Upregulated
RCC1L,1.294351,0.00016668757951005428,Upregulated
SLC39A6,1.0980376,0.00016751137945861526,Upregulated
NR2C2AP,1.2472563,0.00017033373416527404,Upregulated
NOC4L,1.3372941,0.00017192711478322288,Upregulated
AGPAT2,1.1308631,0.0001755430924879149,Upregulated
MIR222HG,3.2751095,0.00017880018768857926,Upregulated
GAB3,-1.2546432,0.0001846212232969019,Downregulated
CFAP410,1.2172992,0.000193896023239721,Upregulated
FCRL3,2.4051101,0.0001974776278286362,Upregulated
TRMT1,1.3779758,0.00020423987906099478,Upregulated
AC006449.6,2.217351,0.00020425132155246406,Upregulated
EIF2B2,1.0105854,0.00021286712275329155,Upregulated
MYBBP1A,1.7486829,0.0002129251364154782,Upregulated
DOHH,1.3233676,0.00022688679120809544,Upregulated
BTN3A1,-1.2208805,0.00023071069957918721,Downregulated
MSC,1.3766556,0.0002352032915527187,Upregulated
SLC2A4RG,-1.5518404,0.0002365586379354576,Downregulated
ZC3H6,-1.7464005,0.00024174068302504993,Downregulated
SNRK,-1.229482,0.00024757739332110633,Downregulated
SUSD3,-1.7576388,0.00024895029654608094,Downregulated
DPH2,2.3100321,0.0002551198524211052,Upregulated
FBXO32,-1.9714309,0.00025737663275689264,Downregulated
ETS2,1.4072554,0.00026016398881981417,Upregulated
WDR54,-1.3115476,0.00026948823568075965,Downregulated
DYRK2,-1.36623,0.0002701621937435094,Downregulated
UBFD1,1.5567405,0.0002815932890290201,Upregulated
TRMT61A,2.0941753,0.00028311001825411593,Upregulated
EDEM1,1.1877128,0.00028565657490301193,Upregulated
CCDC102A,1.7561516,0.00028643225954853445,Upregulated
SLC16A1,2.5158494,0.00028740351754555154,Upregulated
DUSP6,1.68768,0.00030407848370911253,Upregulated
ASPHD2,2.7861447,0.00030776596701635994,Upregulated
GBF1,1.1488065,0.00031220665139396425,Upregulated
FASTKD2,1.0357451,0.00031458492566169353,Upregulated
NUP188,1.2512071,0.0003174953241317882,Upregulated
POLR1C,1.52184,0.0003271853031036141,Upregulated
ASB1,1.2316662,0.00033947048886220774,Upregulated
HIVEP1,1.3185933,0.00035017499642698224,Upregulated
IL23R,5.27224,0.0003546096271411192,Upregulated
BOLA2B,1.3784144,0.00035504589384884126,Upregulated
PLIN3,1.0526384,0.00035653375429262795,Upregulated
MFHAS1,1.2732965,0.0003631321675910456,Upregulated
FAM111A,-1.3444431,0.0003785390803562149,Downregulated
SLC35A4,1.0074347,0.00037879601408242895,Upregulated
MT1E,1.1722032,0.00038068918312087613,Upregulated
FH,1.1152719,0.00039414873546330943,Upregulated
NMT2,-1.4306917,0.0003955380411709708,Downregulated
RBKS,1.8448793,0.00040732721122721955,Upregulated
PIGV,2.1959064,0.0004313756077942196,Upregulated
SESN2,1.7346994,0.000433559118263646,Upregulated
SCYL1,1.0382649,0.00043481549496749344,Upregulated
LIN7C,1.2091194,0.00043845537841888827,Upregulated
CASP7,1.1257107,0.00044417594435766644,Upregulated
TBL3,1.4889448,0.00044626058381705343,Upregulated
CCDC9,1.4770077,0.0004465668206856637,Upregulated
DBN1,1.077271,0.00045353503456612587,Upregulated
SGK1,1.7888949,0.00045787625973734266,Upregulated
VKORC1L1,1.2394334,0.0004687725186897696,Upregulated
WDR4,2.5004702,0.0004899849065913071,Upregulated
VARS,1.8796782,0.000492711509451887,Upregulated
EPHA4,-3.0361228,0.0005043222899579763,Downregulated
AHCY,1.4241875,0.0005052980653649115,Upregulated
FDX2,1.191918,0.0005278259729571484,Upregulated
CCDC43,1.003115,0.0005296342394885641,Upregulated
BNIP3L,-1.2010374,0.0005402614530212526,Downregulated
EPOP,4.0978365,0.0005609110764971268,Upregulated
AP1B1,1.0876307,0.0005730721549079697,Upregulated
MZB1,3.3233705,0.0005799805191811627,Upregulated
TMEM185B,1.7452284,0.000583271818336273,Upregulated
TATDN2,1.2018176,0.0005998250533626962,Upregulated
TEX261,1.463436,0.0006013842296170526,Upregulated
LRP8,1.9504348,0.0006282077858386104,Upregulated
RXYLT1,1.0683023,0.0006392123621938137,Upregulated
USP5,1.0809464,0.000652120956113559,Upregulated
YPEL1,-3.0404224,0.0006868420819331931,Downregulated
ZNF83,-1.6343195,0.0007016272760447175,Downregulated
MFSD6,1.2373469,0.0007206437619098597,Upregulated
PUS7,2.4657714,0.0007534468831616552,Upregulated
AC253572.2,1.4083813,0.0007656464743303579,Upregulated
SLC37A3,1.4535843,0.0007773235841801418,Upregulated
MAGEF1,1.2302997,0.000777914783459638,Upregulated
CCNH,-1.09286,0.0007779827897313912,Downregulated
ARFIP1,1.0260779,0.0007976695676178117,Upregulated
ATN1,1.3314891,0.0008050153894437188,Upregulated
ZNF276,-1.1763861,0.0008156006620869965,Downregulated
ZFYVE28,-1.2423502,0.0008182291248750975,Downregulated
GEMIN6,1.0079185,0.0008292550559945502,Upregulated
BLM,1.2152439,0.0008422144686080468,Upregulated
LDLRAD4,-1.4880091,0.000855363497919779,Downregulated
ARHGEF12,1.31035,0.0008932762174986416,Upregulated
NUP93,1.186618,0.0009024455307863676,Upregulated
ZC3H12D,2.5891576,0.0009183040465788499,Upregulated
CCDC18-AS1,-1.2898957,0.0009275654021422049,Downregulated
VRK2,1.064998,0.0009356214203948269,Upregulated
CKAP4,1.8409562,0.000965895748702205,Upregulated
AL592295.5,1.1496251,0.0010033879960700577,Upregulated
RNF125,-1.0070616,0.0010083943970600627,Downregulated
NUP85,1.2250358,0.0010084911262724303,Upregulated
AL157394.3,2.659897,0.001019249010135564,Upregulated
DHRSX,1.1347444,0.0010620423719305428,Upregulated
MXD1,1.1753976,0.0010866837236276324,Upregulated
AGPAT5,1.2896782,0.0010919931673656687,Upregulated
ELMO2,1.7633829,0.0011057622001461329,Upregulated
B4GALT7,1.3988079,0.0011451757423513833,Upregulated
AIFM2,3.1155298,0.0011508946151506563,Upregulated
TSEN54,-1.2295977,0.0011563451190241757,Downregulated
TRANK1,-1.0195379,0.0012315416700938399,Downregulated
HSD17B11,-1.0898453,0.001246462359954137,Downregulated
CALCOCO1,-1.3570822,0.0012469728832750727,Downregulated
PRKACB,-1.0030949,0.0013923164271768956,Downregulated
PALLD,1.7475492,0.0014177449394733683,Upregulated
WDR77,1.6588894,0.0014359961425337243,Upregulated
DHX37,1.6115371,0.001443302980679077,Upregulated
DAAM1,-1.490332,0.0014928394947804665,Downregulated
RPP40,2.8515804,0.0014985106235052704,Upregulated
CENPM,1.3139156,0.0015019799142839262,Upregulated
PYCR1,3.4306338,0.0015141070948853398,Upregulated
AC007952.4,1.0913997,0.0015548740570259757,Upregulated
LMNB2,1.0324541,0.0016218669985499639,Upregulated
CLN5,1.433368,0.0016708804744319386,Upregulated
KIAA0319L,-1.408124,0.0018179286656170577,Downregulated
FAM53B,-1.5308025,0.001845096770775407,Downregulated
PRKY,-1.6961976,0.0018486517309483552,Downregulated
SLC39A4,1.6340165,0.0018713208235184734,Upregulated
TRIM5,1.2198473,0.001986253983643086,Upregulated
TNRC6C,-1.0724666,0.0019958545759439167,Downregulated
LPCAT3,1.5402933,0.002029963488989272,Upregulated
FAIM,1.0560002,0.002051288729769388,Upregulated
ATP8A1,-1.107891,0.002096162536818007,Downregulated
EXOSC2,1.195695,0.0021142827011752852,Upregulated
SYNJ2,1.713695,0.0021273918166674257,Upregulated
EZH2,1.0811113,0.002128526211068924,Upregulated
LINC01588,1.6050725,0.002151712837458445,Upregulated
SLC41A1,1.674251,0.002232663818337338,Upregulated
FAM214A,-1.6121591,0.002233616453776711,Downregulated
SCRN2,-2.1213999,0.0023005216021191183,Downregulated
MLLT3,-1.0598338,0.002371214122798973,Downregulated
CD79B,1.3010411,0.0025105859876243717,Upregulated
FADD,1.0059611,0.002511560397342127,Upregulated
RNF121,1.1473248,0.002562503052479658,Upregulated
AC245014.3,1.4469546,0.002624171494609722,Upregulated
IPO4,2.233819,0.0026366851885173473,Upregulated
C17orf75,1.0578178,0.0026366851885173473,Upregulated
DKK3,-2.4384043,0.002643886286044888,Downregulated
CCDC86,2.776187,0.002747607797061788,Upregulated
CARM1,1.1934294,0.002810687688308043,Upregulated
GPR137,1.0154614,0.002853588889669936,Upregulated
PEMT,1.5164565,0.002927816508861119,Upregulated
DHCR7,1.0821619,0.0029333448093057427,Upregulated
ARSB,2.759583,0.0029532891702490935,Upregulated
TMEM121,2.2608528,0.0029835664466788007,Upregulated
TUBG1,1.5730624,0.0030479190542688013,Upregulated
PGM2,1.2350633,0.0030702535608751265,Upregulated
HDHD5,1.3198524,0.003136945682402757,Upregulated
GPN2,1.169482,0.0031516046083728323,Upregulated
NBL1,1.2895157,0.0032574370755212283,Upregulated
S1PR5,-3.1643627,0.0033152879451153203,Downregulated
DIP2A,-1.0026248,0.0034654519401118864,Downregulated
ATP13A1,1.4662424,0.0036075153397341123,Upregulated
ETV7,3.655783,0.0037102464056499745,Upregulated
PI4K2B,1.8727609,0.0037478150831802112,Upregulated
TVP23B,1.3994709,0.0038726174825768913,Upregulated
TMEM71,-1.6254094,0.003963003823214119,Downregulated
ITGA5,-1.5653559,0.003969541791385755,Downregulated
C11orf24,2.0879676,0.004008478286955336,Upregulated
AGK,1.0679016,0.004011312566271549,Upregulated
HERC1,-1.1546024,0.0041379148349707465,Downregulated
ZSWIM6,1.181042,0.00416322831721129,Upregulated
ERAL1,1.3469896,0.00428105972786259,Upregulated
LINC01215,2.9854395,0.0043015840193403425,Upregulated
ARHGAP21,1.4900815,0.0043776522784342835,Upregulated
TFDP2,-1.2908932,0.0046044892229983505,Downregulated
ICAM1,1.6820527,0.00466351742244274,Upregulated
EPB41L2,2.3138952,0.0046783185179925385,Upregulated
SLC4A2,1.3653523,0.0047449268651178975,Upregulated
LAPTM4B,2.1903281,0.004749326367430963,Upregulated
WDR5,1.3456568,0.0048383837693150656,Upregulated
MTMR2,1.7734894,0.004846894793639485,Upregulated
DPEP2,-3.9387853,0.004901311941684565,Downregulated
ITPK1,1.3198589,0.004941707249332933,Upregulated
SVIL,1.8380514,0.005422568768589347,Upregulated
S100B,-2.3277678,0.005537309195426498,Downregulated
SRRD,1.0712918,0.005537874625017562,Upregulated
CD70,1.9702193,0.005548528508353448,Upregulated
THUMPD2,1.2345589,0.005608841039072338,Upregulated
SELENOI,1.8488325,0.00562947791914869,Upregulated
TRIB3,1.7698845,0.0057150775111228505,Upregulated
KCNN4,2.0972552,0.005765375578384072,Upregulated
JMJD8,1.0417792,0.00577231548691804,Upregulated
BNIP1,1.2008761,0.00577608242776065,Upregulated
USP38,1.0436103,0.006126461986761884,Upregulated
GALNT11,-1.1424791,0.0061431206659239524,Downregulated
FCHSD2,1.2857004,0.006168954389242252,Upregulated
SLC27A4,1.8909606,0.006192522526295012,Upregulated
PIK3AP1,1.0127776,0.006204551817565203,Upregulated
MID1IP1,1.0578998,0.00623219788111738,Upregulated
FHOD1,1.0034014,0.006303211239662364,Upregulated
AL365361.1,1.1123844,0.006339809977211708,Upregulated
CD160,2.7774913,0.006354520664858629,Upregulated
OSBPL7,-2.3546903,0.0063574074426928995,Downregulated
GMDS,1.3024158,0.006419826900894527,Upregulated
UGDH,1.5430579,0.006830198440973307,Upregulated
UNC93B1,1.9440534,0.006897316450587699,Upregulated
TMEM140,1.1943849,0.007151936393134509,Upregulated
MLST8,1.371492,0.0071902983651453995,Upregulated
CCDC22,1.021284,0.007223082016773974,Upregulated
SYVN1,1.295649,0.0072580770694627705,Upregulated
PRKAR1B,1.58213,0.007391425975934884,Upregulated
RNF213-AS1,1.481632,0.007488907118270605,Upregulated
EMC9,1.0987741,0.0075580775091704695,Upregulated
PLOD3,1.608443,0.007635047691272699,Upregulated
E2F6,1.6825712,0.007639661254517376,Upregulated
TNFRSF12A,2.9844398,0.007813155054540888,Upregulated
MSTO1,1.6729795,0.007856720103168078,Upregulated
TBL2,1.1866102,0.008035936719129328,Upregulated
TTC27,1.6113049,0.008131665753505173,Upregulated
MAP3K14,1.1788648,0.008131665753505173,Upregulated
ARHGAP10,1.2396313,0.008342946721832575,Upregulated
